,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
2018-01-15,06 - 07,295.63,295.92,295.92,295.92,295.92,307.73,331.04,295.92,295.92,295.92,295.92,295.92,295.92,288.84,307.73,307.73,307.73
2018-01-15,07 - 08,322.58,318.25,318.25,318.25,318.25,414.27,318.25,318.25,318.25,318.25,318.25,318.25,318.25,289.43,414.27,414.27,414.27
2018-01-15,08 - 09,329.86,329.57,329.57,329.57,329.57,387.81,329.57,329.57,329.57,329.57,329.57,329.57,329.57,290.31,387.81,387.81,387.81
2018-01-15,09 - 10,321.4,320.42,320.42,320.42,320.42,369.02,320.42,320.42,320.42,320.42,320.42,320.42,320.42,291.49,369.02,369.02,369.02
2018-01-15,10 - 11,312.65,310.28,310.28,310.28,310.28,374.72,310.28,310.28,310.28,310.28,310.28,310.28,310.28,290.61,374.72,374.72,374.72
2018-01-15,11 - 12,299.66,298.09,298.09,298.09,298.09,358.19,298.09,298.09,298.09,298.09,298.09,298.09,298.09,290.12,358.19,358.19,358.19
2018-01-15,12 - 13,291.99,289.53,289.53,289.53,289.53,349.54,289.53,289.53,289.53,289.53,289.53,289.53,289.53,289.53,349.54,349.54,349.54
2018-01-15,13 - 14,289.72,288.15,288.15,288.15,288.15,368.03,288.15,288.15,288.15,288.15,288.15,288.15,288.15,288.15,368.03,368.03,368.03
2018-01-15,14 - 15,291.69,289.43,289.43,289.43,289.43,381.21,289.43,289.43,289.43,289.43,289.43,289.43,289.43,289.43,381.21,381.21,381.21
2018-01-15,15 - 16,289.13,287.66,287.66,287.66,287.66,409.45,276.25,287.66,287.66,287.66,287.66,287.66,287.66,287.66,409.45,409.45,409.45
2018-01-15,16 - 17,289.72,288.74,288.74,288.74,288.74,387.9,244.86,288.74,288.74,288.74,288.74,288.74,288.74,288.74,387.9,387.9,387.9
2018-01-15,17 - 18,296.61,295.23,295.23,295.23,295.23,377.57,295.23,295.23,295.23,295.23,295.23,295.23,295.23,289.82,377.57,377.57,377.57
2018-01-15,18 - 19,290.9,289.13,289.13,289.13,289.13,390.17,275.85,289.13,289.13,289.13,289.13,289.13,289.13,289.13,390.17,390.17,390.17
2018-01-15,19 - 20,286.38,286.87,286.87,286.87,286.87,286.87,177.87,286.87,286.87,286.87,286.87,286.87,286.87,286.87,286.87,286.87,286.87
2018-01-15,20 - 21,282.74,283.92,283.92,283.92,283.92,283.92,133.7,283.92,283.92,283.92,283.92,283.92,283.92,283.92,283.92,283.92,283.92
2018-01-15,21 - 22,277.92,275.75,275.75,275.75,275.75,275.75,105.17,188.69,283.13,283.13,283.13,283.03,283.03,277.92,275.75,275.75,275.75
2018-01-15,22 - 23,268.77,243.09,243.09,243.09,243.09,243.09,98.48,98.48,283.62,283.62,283.62,279.69,279.69,276.25,243.09,243.09,243.09
2018-01-15,23 - 00,252.73,162.62,162.62,162.62,162.62,162.62,-11.41,-11.41,282.94,282.94,282.94,274.18,274.18,274.18,162.62,162.62,162.62
2018-01-16,00 - 01,262.92,257.02,257.02,257.02,257.02,257.02,-94.49,-94.49,281.11,281.11,281.11,270.49,270.49,270.49,257.02,257.02,257.02
2018-01-16,01 - 02,256.14,233.82,233.82,233.82,233.82,233.82,-65.09,-65.09,279.14,279.14,279.14,265.28,265.28,265.28,233.82,233.82,233.82
2018-01-16,02 - 03,253.78,200.48,200.48,200.48,200.48,200.48,-22.91,-22.91,278.46,278.46,278.46,264.49,264.49,264.49,200.48,200.48,200.48
2018-01-16,03 - 04,248.07,211.5,211.5,211.5,211.5,211.5,-48.38,-48.38,272.56,272.56,272.56,264.0,264.0,264.0,211.5,211.5,211.5
2018-01-16,04 - 05,249.84,232.93,232.93,232.93,232.93,232.93,-0.79,-0.79,269.8,269.8,269.8,264.89,264.89,264.89,232.93,232.93,232.93
2018-01-16,05 - 06,270.98,274.43,274.43,274.43,274.43,274.43,104.13,104.13,274.43,274.43,274.43,274.43,274.43,274.43,274.43,274.43,274.43
2018-01-16,06 - 07,285.93,285.83,285.83,285.83,285.83,295.07,272.56,285.83,285.83,285.83,285.83,285.83,285.83,285.83,295.07,295.07,295.07
2018-01-16,07 - 08,312.18,311.2,311.2,311.2,311.2,348.76,382.68,369.41,311.2,311.2,311.2,311.2,311.2,289.57,348.76,348.76,348.76
2018-01-16,08 - 09,324.37,322.11,322.11,322.11,322.11,342.86,414.24,414.24,322.11,322.11,322.11,322.11,322.11,291.24,342.86,342.86,342.86
2018-01-16,09 - 10,323.88,324.47,324.47,324.47,324.47,342.86,344.43,344.43,324.47,324.47,324.47,324.47,324.47,291.93,342.86,342.86,342.86
2018-01-16,10 - 11,320.64,323.69,323.69,323.69,323.69,327.91,323.69,323.69,323.69,323.69,323.69,323.69,323.69,291.63,327.91,327.91,327.91
2018-01-16,11 - 12,320.93,324.18,324.18,324.18,324.18,324.18,324.18,324.18,324.18,324.18,324.18,324.18,324.18,292.52,324.18,324.18,324.18
2018-01-16,12 - 13,320.24,323.39,323.39,323.39,323.39,327.91,323.39,323.39,323.39,323.39,323.39,323.39,323.39,292.52,327.91,327.91,327.91
2018-01-16,13 - 14,321.42,323.49,323.49,323.49,323.49,323.49,323.49,323.49,323.49,323.49,323.49,323.49,323.49,295.56,323.49,323.49,323.49
2018-01-16,14 - 15,321.33,323.39,323.39,323.39,323.39,323.39,323.39,323.39,323.39,323.39,323.39,323.39,323.39,295.86,323.39,323.39,323.39
2018-01-16,15 - 16,328.41,332.14,332.14,332.14,332.14,342.66,332.14,332.14,332.14,332.14,332.14,332.14,332.14,295.47,342.66,342.66,342.66
2018-01-16,16 - 17,352.1,360.26,360.26,363.21,363.21,363.21,363.21,363.21,363.21,363.21,363.21,360.26,360.26,295.37,363.21,363.21,363.21
2018-01-16,17 - 18,375.8,351.22,351.22,414.73,414.73,414.73,414.73,414.73,414.73,414.73,414.73,351.22,351.22,291.44,414.73,414.73,414.73
2018-01-16,18 - 19,382.19,355.94,355.94,435.97,435.97,435.97,435.97,435.97,435.97,435.97,435.97,355.94,355.94,291.14,435.97,435.97,435.97
2018-01-16,19 - 20,324.57,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,290.75,334.21,334.21,334.21
2018-01-16,20 - 21,311.99,312.48,312.48,312.48,342.27,312.48,342.27,342.27,312.48,312.48,312.48,312.48,312.48,290.16,312.48,342.27,342.27
2018-01-16,21 - 22,300.09,301.76,301.76,301.76,301.76,301.76,302.05,302.05,301.76,301.76,301.76,301.76,301.76,289.96,301.76,301.76,301.76
2018-01-16,22 - 23,288.68,288.88,288.88,288.88,288.88,288.88,295.96,288.88,288.88,288.88,288.88,288.88,288.88,288.88,288.88,288.88,288.88
2018-01-16,23 - 00,275.8,274.13,274.13,274.13,274.13,274.13,242.08,249.16,279.24,279.24,279.24,274.13,274.13,274.13,274.13,274.13,274.13
2018-01-17,00 - 01,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53,276.53
2018-01-17,01 - 02,272.6,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,275.36,275.36
2018-01-17,02 - 03,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,270.54,275.36,275.36
2018-01-17,03 - 04,269.85,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,275.85,275.85
2018-01-17,04 - 05,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,274.27,295.6,295.6
2018-01-17,05 - 06,286.07,285.48,285.48,285.48,285.48,324.29,271.42,276.04,285.48,285.48,285.48,285.48,285.48,285.48,324.29,334.71,334.71
2018-01-17,06 - 07,312.89,309.26,309.26,309.26,309.26,428.46,313.88,309.26,309.26,309.26,309.26,309.26,309.26,290.78,428.46,428.46,428.46
2018-01-17,07 - 08,407.73,383.65,383.65,383.65,383.65,661.56,393.08,393.08,383.65,383.65,383.65,383.65,383.65,304.15,661.56,661.56,661.56
2018-01-17,08 - 09,438.49,441.73,441.73,441.73,441.73,482.51,441.73,441.73,441.73,441.73,441.73,441.73,441.73,305.03,482.51,482.51,482.51
2018-01-17,09 - 10,408.91,417.55,417.55,417.55,417.55,481.72,417.55,417.55,417.55,417.55,417.55,417.55,417.55,305.82,481.72,481.72,481.72
2018-01-17,10 - 11,392.3,391.9,391.9,391.9,391.9,418.54,391.9,391.9,391.9,391.9,391.9,391.9,391.9,318.69,418.54,472.29,472.29
2018-01-17,11 - 12,384.83,383.16,383.16,383.16,383.16,420.5,383.16,383.16,383.16,383.16,383.16,383.16,383.16,316.14,420.5,471.7,471.7
2018-01-17,12 - 13,350.83,341.49,341.49,341.49,341.49,412.84,341.49,341.49,341.49,341.49,341.49,341.49,341.49,316.04,412.84,474.45,474.45
2018-01-17,13 - 14,324.79,319.77,319.77,319.77,319.77,408.12,319.77,319.77,319.77,319.77,319.77,319.77,319.77,319.77,408.12,476.42,476.42
2018-01-17,14 - 15,324.0,318.2,318.2,318.2,318.2,457.06,318.2,318.2,318.2,318.2,318.2,318.2,318.2,318.2,457.06,472.39,472.39
2018-01-17,15 - 16,338.84,325.38,325.38,325.38,325.38,572.92,325.38,325.38,325.38,325.38,325.38,325.38,325.38,325.38,572.92,572.92,572.92
2018-01-17,16 - 17,402.52,373.82,373.82,373.82,373.82,543.73,373.82,373.82,373.82,373.82,373.82,373.82,373.82,339.43,543.73,543.73,543.73
2018-01-17,17 - 18,406.06,382.27,382.27,382.27,382.27,541.57,382.27,382.27,382.27,382.27,382.27,382.27,382.27,316.33,541.57,541.57,541.57
2018-01-17,18 - 19,390.63,377.75,377.75,377.75,377.75,481.82,377.75,377.75,377.75,377.75,377.75,377.75,377.75,324.79,481.82,481.82,481.82
2018-01-17,19 - 20,332.75,336.68,336.68,336.68,336.68,352.89,336.68,336.68,336.68,336.68,336.68,336.68,336.68,294.81,352.89,424.63,424.63
2018-01-17,20 - 21,305.13,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,306.61,294.22,306.61,397.21,397.21
2018-01-17,21 - 22,299.73,300.41,300.41,300.41,300.41,300.41,300.41,300.41,300.41,300.41,300.41,300.41,300.41,296.09,300.41,349.65,349.65
2018-01-17,22 - 23,293.73,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,294.03,307.39,307.39
2018-01-17,23 - 00,288.03,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,288.23,291.37,291.37
2018-01-18,00 - 01,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58,286.58
2018-01-18,01 - 02,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46,281.46
2018-01-18,02 - 03,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08,280.08
2018-01-18,03 - 04,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9
2018-01-18,04 - 05,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93,282.93
2018-01-18,05 - 06,294.94,294.45,294.45,294.45,294.45,316.59,294.45,294.45,294.45,294.45,294.45,294.45,294.45,294.45,316.59,316.59,316.59
2018-01-18,06 - 07,314.03,307.05,307.05,307.05,307.05,467.95,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,467.95,467.95,467.95
2018-01-18,07 - 08,443.64,422.48,422.48,422.48,422.48,492.45,422.48,422.48,422.48,422.48,422.48,422.48,422.48,422.48,492.45,492.45,492.45
2018-01-18,08 - 09,437.05,414.81,414.81,414.81,414.81,479.36,414.81,414.81,414.81,414.81,414.81,414.81,414.81,414.81,479.36,479.36,479.36
2018-01-18,09 - 10,426.32,413.33,413.33,413.33,413.33,510.46,413.33,413.33,413.33,413.33,413.33,413.33,413.33,413.33,510.46,510.46,510.46
2018-01-18,10 - 11,442.66,402.6,402.6,402.6,402.6,527.69,402.6,402.6,402.6,402.6,402.6,402.6,402.6,402.6,527.69,527.69,527.69
2018-01-18,11 - 12,415.89,387.15,387.15,387.15,387.15,559.37,387.15,387.15,387.15,387.15,387.15,387.15,387.15,387.15,559.37,559.37,559.37
2018-01-18,12 - 13,401.03,368.16,368.16,368.16,368.16,554.26,368.16,368.16,368.16,368.16,368.16,368.16,368.16,368.16,554.26,554.26,554.26
2018-01-18,13 - 14,372.49,352.51,352.51,352.51,352.51,522.96,352.51,352.51,352.51,352.51,352.51,352.51,352.51,352.51,522.96,551.4,551.4
2018-01-18,14 - 15,368.45,342.97,342.97,342.97,342.97,505.94,342.97,342.97,342.97,342.97,342.97,342.97,342.97,342.97,505.94,505.94,505.94
2018-01-18,15 - 16,396.11,361.47,361.47,361.47,361.47,480.84,361.47,361.47,361.47,361.47,361.47,361.47,361.47,361.47,480.84,480.84,480.84
2018-01-18,16 - 17,423.57,387.35,387.35,387.35,387.35,499.05,387.35,387.35,387.35,387.35,387.35,387.35,387.35,387.35,499.05,499.05,499.05
2018-01-18,17 - 18,453.38,414.81,414.81,414.81,414.81,480.94,414.81,414.81,414.81,414.81,414.81,414.81,414.81,414.81,480.94,480.94,480.94
2018-01-18,18 - 19,429.37,413.72,413.72,413.72,413.72,463.13,413.72,413.72,413.72,413.72,413.72,413.72,413.72,413.72,463.13,463.13,463.13
2018-01-18,19 - 20,408.61,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31,408.31
2018-01-18,20 - 21,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12,383.12
2018-01-18,21 - 22,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,337.55,345.82,345.82
2018-01-18,22 - 23,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53,320.53
2018-01-18,23 - 00,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66,299.66
2018-01-19,00 - 01,295.1,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81,294.81
2018-01-19,01 - 02,295.01,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52,294.52
2018-01-19,02 - 03,290.29,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8
2018-01-19,03 - 04,289.99,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49,290.49
2018-01-19,04 - 05,294.81,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01,295.01
2018-01-19,05 - 06,319.18,312.11,312.11,312.11,312.11,658.9,312.11,312.11,312.11,312.11,312.11,312.11,312.11,312.11,658.9,658.9,658.9
2018-01-19,06 - 07,406.64,384.53,384.53,384.53,384.53,698.6,393.28,384.53,380.7,380.7,380.7,358.98,358.98,346.3,698.6,698.6,698.6
2018-01-19,07 - 08,539.99,489.88,489.88,489.88,489.88,602.69,481.13,489.88,489.88,489.88,489.88,489.88,489.88,489.88,602.69,602.69,602.69
2018-01-19,08 - 09,540.58,510.41,510.41,510.41,510.41,615.86,510.41,510.41,510.41,510.41,510.41,510.41,510.41,510.41,615.86,615.86,615.86
2018-01-19,09 - 10,525.55,494.89,494.89,494.89,494.89,555.72,494.89,494.89,494.89,494.89,494.89,494.89,494.89,494.89,555.72,555.72,555.72
2018-01-19,10 - 11,521.42,487.22,487.22,487.22,487.22,541.17,487.22,487.22,487.22,487.22,487.22,487.22,487.22,487.22,541.17,541.17,541.17
2018-01-19,11 - 12,490.86,460.69,460.69,460.69,460.69,540.68,460.69,460.69,460.69,460.69,460.69,460.69,460.69,460.69,540.68,540.68,540.68
2018-01-19,12 - 13,442.31,422.46,422.46,422.46,422.46,541.07,422.46,422.46,422.46,422.46,422.46,422.46,422.46,422.46,541.07,541.07,541.07
2018-01-19,13 - 14,411.16,409.49,409.49,409.49,409.49,580.19,409.49,409.49,409.49,409.49,409.49,409.49,409.49,409.49,580.19,580.19,580.19
2018-01-19,14 - 15,410.97,388.07,388.07,388.07,388.07,593.65,388.07,388.07,388.07,388.07,388.07,388.07,388.07,388.07,593.65,593.65,593.65
2018-01-19,15 - 16,442.8,410.57,410.57,410.57,410.57,698.5,410.57,410.57,397.4,397.4,397.4,397.4,397.4,397.4,698.5,698.5,698.5
2018-01-19,16 - 17,528.59,435.34,435.34,435.34,435.34,1157.82,435.34,435.34,421.48,421.48,421.48,421.48,421.48,421.48,1157.82,1157.82,1157.82
2018-01-19,17 - 18,601.12,479.66,479.66,487.12,487.12,942.7,487.12,487.12,471.5,471.5,471.5,471.5,471.5,426.88,942.7,942.7,942.7
2018-01-19,18 - 19,514.05,472.48,472.48,488.79,488.79,682.39,488.79,488.79,473.17,473.17,473.17,472.48,472.48,357.31,682.39,682.39,682.39
2018-01-19,19 - 20,411.16,404.77,404.77,440.15,440.15,440.15,440.15,440.15,407.53,407.53,407.53,404.77,404.77,345.52,440.15,440.15,472.58
2018-01-19,20 - 21,392.69,381.58,381.58,381.58,381.58,381.58,381.58,381.58,378.44,378.44,378.44,378.44,378.44,348.66,381.58,381.58,450.27
2018-01-19,21 - 22,363.4,363.01,363.01,363.01,363.01,363.01,363.01,363.01,358.88,358.88,358.88,358.88,358.88,333.72,363.01,363.01,394.85
2018-01-19,22 - 23,359.08,352.2,352.2,352.2,352.2,352.2,352.2,352.2,344.73,344.73,344.73,344.73,344.73,327.93,352.2,352.2,352.2
2018-01-19,23 - 00,322.23,320.46,320.46,320.46,320.46,320.46,320.46,320.46,320.46,320.46,320.46,320.46,320.46,309.55,320.46,320.46,320.46
2018-01-20,00 - 01,302.79,302.98,302.98,302.98,302.98,302.98,291.98,302.98,302.98,302.98,302.98,302.98,302.98,302.49,312.81,312.81,312.81
2018-01-20,01 - 02,291.98,292.07,292.07,292.07,292.07,292.07,273.6,292.07,292.07,292.07,292.07,292.07,292.07,292.07,292.07,296.99,296.99
2018-01-20,02 - 03,287.95,287.95,287.95,287.95,287.95,287.95,278.81,287.95,287.95,287.95,287.95,287.95,287.95,287.95,287.95,296.99,296.99
2018-01-20,03 - 04,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,285.1,295.61,295.61
2018-01-20,04 - 05,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,295.61,295.61
2018-01-20,05 - 06,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,287.26,295.02,295.02
2018-01-20,06 - 07,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,291.68,312.61,312.61
2018-01-20,07 - 08,302.39,303.18,303.18,303.18,303.18,303.18,303.18,303.18,303.18,303.18,303.18,303.18,303.18,293.94,303.18,317.62,317.62
2018-01-20,08 - 09,316.54,325.0,325.0,325.0,325.0,325.0,325.0,325.0,314.19,314.19,314.19,314.19,314.19,294.43,325.0,343.47,343.47
2018-01-20,09 - 10,332.37,364.5,364.5,364.5,364.5,364.5,373.45,373.45,332.76,318.8,318.8,320.57,320.57,297.48,364.5,448.72,448.72
2018-01-20,10 - 11,338.46,372.95,372.95,372.95,372.95,372.95,409.41,409.41,363.62,321.06,321.06,321.56,321.56,306.81,372.95,472.11,472.11
2018-01-20,11 - 12,342.98,399.78,399.78,399.78,399.78,399.78,409.61,409.61,337.18,322.15,322.15,322.34,322.34,312.91,399.78,543.66,543.66
2018-01-20,12 - 13,335.31,364.31,364.31,364.31,364.31,364.31,412.07,412.07,333.74,321.46,321.46,321.46,321.46,315.86,364.31,494.22,494.22
2018-01-20,13 - 14,328.53,334.23,334.23,334.23,334.23,334.23,407.35,407.35,334.23,319.39,319.39,319.39,319.39,318.21,334.23,472.51,472.51
2018-01-20,14 - 15,327.16,333.74,333.74,333.74,333.74,333.74,383.27,383.27,322.05,319.59,319.59,319.59,319.59,319.59,333.74,413.25,413.25
2018-01-20,15 - 16,337.97,375.8,375.8,375.8,375.8,375.8,393.2,393.2,323.13,320.18,320.18,321.65,321.65,321.65,375.8,415.6,415.6
2018-01-20,16 - 17,357.23,400.96,400.96,400.96,400.96,400.96,410.79,410.79,400.96,322.05,322.05,330.5,330.5,325.98,400.96,574.52,574.52
2018-01-20,17 - 18,374.13,397.92,397.92,439.09,439.09,439.09,439.09,439.09,439.09,323.91,323.91,332.56,332.56,327.35,439.09,576.19,576.19
2018-01-20,18 - 19,376.79,373.94,373.94,473.69,473.69,473.69,485.28,485.28,473.69,323.62,323.62,332.56,332.56,326.67,473.69,473.69,473.69
2018-01-20,19 - 20,343.27,363.32,363.32,363.32,363.32,363.32,432.21,432.21,330.2,321.75,321.75,330.11,330.11,321.26,363.32,533.53,533.53
2018-01-20,20 - 21,318.71,316.05,316.05,316.05,316.05,316.05,384.84,384.84,316.05,316.05,316.05,316.05,316.05,308.58,316.05,381.8,381.8
2018-01-20,21 - 22,319.69,320.87,320.87,320.87,320.87,320.87,357.43,357.43,320.87,317.04,317.04,320.87,320.87,303.77,320.87,363.72,363.72
2018-01-20,22 - 23,317.53,317.82,317.82,317.82,317.82,317.82,357.03,357.03,316.35,316.35,316.35,317.04,317.04,297.28,317.82,331.87,331.87
2018-01-20,23 - 00,310.94,312.02,312.02,312.02,312.02,312.02,321.06,321.06,311.63,311.63,311.63,312.02,312.02,294.73,312.02,315.66,315.66
2018-01-21,00 - 01,310.05,311.92,311.92,311.92,311.92,311.92,313.4,313.4,309.17,309.17,309.17,311.92,311.92,311.92,311.92,311.92,311.92
2018-01-21,01 - 02,298.36,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95,298.95
2018-01-21,02 - 03,287.15,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,287.44,295.21,295.21
2018-01-21,03 - 04,281.94,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,282.23,318.9,318.9
2018-01-21,04 - 05,282.92,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,283.12,305.04,305.04
2018-01-21,05 - 06,285.18,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,285.58,295.01,295.01
2018-01-21,06 - 07,289.51,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8,289.8
2018-01-21,07 - 08,301.5,302.29,302.29,302.29,302.29,302.29,297.96,302.29,302.29,302.29,302.29,302.29,302.29,296.39,302.29,302.29,302.29
2018-01-21,08 - 09,311.73,314.97,314.97,314.97,314.97,314.97,319.39,314.97,309.17,309.17,309.17,314.97,314.97,298.16,314.97,314.97,314.97
2018-01-21,09 - 10,319.98,338.66,338.66,338.66,338.66,338.66,347.02,347.02,310.64,310.64,310.64,320.77,320.77,307.1,338.66,345.54,345.54
2018-01-21,10 - 11,331.48,373.07,373.07,373.07,373.07,373.07,382.21,382.21,312.9,312.9,312.9,327.16,327.16,302.78,373.07,373.07,373.07
2018-01-21,11 - 12,340.33,392.73,392.73,392.73,392.73,392.73,402.36,402.36,315.85,315.85,315.85,325.29,325.29,309.96,392.73,392.73,392.73
2018-01-21,12 - 13,339.45,389.48,389.48,389.48,389.48,389.48,402.36,402.36,316.05,316.05,316.05,323.52,323.52,314.87,389.48,389.48,389.48
2018-01-21,13 - 14,332.27,362.35,362.35,362.35,362.35,362.35,371.3,371.3,315.17,315.17,315.17,327.06,327.06,321.56,362.35,368.74,368.74
2018-01-21,14 - 15,325.19,332.66,332.66,332.66,332.66,332.66,332.66,332.66,317.03,317.03,317.03,328.24,328.24,328.24,332.66,347.21,347.21
2018-01-21,15 - 16,331.78,340.33,340.33,340.33,340.33,340.33,340.33,340.33,318.41,318.41,318.41,336.79,336.79,336.3,340.33,347.7,347.7
2018-01-21,16 - 17,341.22,373.95,373.95,373.95,373.95,373.95,373.95,373.95,373.95,322.83,322.83,341.41,341.41,335.61,373.95,387.81,387.81
2018-01-21,17 - 18,402.07,422.02,422.02,422.02,422.02,422.02,422.02,422.02,422.02,324.5,324.5,344.36,344.36,330.11,422.02,431.17,431.17
2018-01-21,18 - 19,420.25,472.65,472.65,472.65,472.65,472.65,472.65,472.65,472.65,321.06,321.06,340.63,340.63,326.08,472.65,472.65,472.65
2018-01-21,19 - 20,384.57,421.93,421.93,421.93,421.93,421.93,421.93,421.93,421.93,318.9,318.9,331.88,331.88,325.68,421.93,436.67,436.67
2018-01-21,20 - 21,352.52,359.4,359.4,359.4,359.4,359.4,368.25,368.25,359.4,359.4,359.4,359.4,359.4,323.52,359.4,383.0,383.0
2018-01-21,21 - 22,319.88,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,319.79,347.11,347.11
2018-01-21,22 - 23,316.94,316.35,316.35,316.35,316.35,316.35,319.49,316.35,316.35,316.35,316.35,316.35,316.35,316.35,316.35,327.95,327.95
2018-01-21,23 - 00,300.03,300.03,300.03,300.03,300.03,300.03,296.88,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,301.6,301.6
2018-01-22,00 - 01,288.03,287.64,287.64,287.64,287.64,287.64,266.01,287.64,287.64,287.64,287.64,287.64,287.64,287.64,287.64,287.64,287.64
2018-01-22,01 - 02,281.15,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96,280.96
2018-01-22,02 - 03,279.38,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99,278.99
2018-01-22,03 - 04,280.27,280.46,280.46,280.46,280.46,280.46,278.99,278.99,280.46,278.99,280.46,280.46,280.46,280.46,280.46,280.46,280.46
2018-01-22,04 - 05,283.22,284.49,284.49,284.49,284.49,304.75,278.99,278.99,284.49,278.99,284.49,284.49,284.49,284.49,304.75,304.75,304.75
2018-01-22,05 - 06,300.22,292.26,292.26,292.26,292.26,624.63,255.3,292.26,292.26,283.9,292.26,292.26,292.26,292.26,624.63,624.63,624.63
2018-01-22,06 - 07,357.73,326.37,326.37,326.37,326.37,1474.67,325.19,326.37,326.37,310.15,310.15,326.37,326.37,326.37,1474.67,1474.67,1474.67
2018-01-22,07 - 08,510.69,422.22,422.22,422.22,422.22,816.23,422.22,422.22,422.22,408.75,408.75,422.22,422.22,422.22,816.23,816.23,816.23
2018-01-22,08 - 09,510.79,465.97,465.97,465.97,465.97,688.92,442.96,465.97,465.97,442.96,442.96,465.97,465.97,321.26,688.92,688.92,688.92
