5.537816327503215091e-02,5.394843444693322304e-02,5.313825477767716160e-02,5.266167850164418102e-02,5.399609207453651832e-02,5.213744459800790515e-02,5.218510222561120043e-02,5.132726492875184371e-02,5.228041748081780488e-02,5.413906495734641805e-02,5.590239717866842678e-02,5.757041414478385882e-02,5.861888195205641056e-02,6.076347519420483706e-02,6.471905828527854676e-02,6.724491254825334940e-02,7.000905494924461459e-02,6.795977696230279252e-02,6.438545489205546590e-02,6.324167182957632360e-02,6.152599723585758934e-02,5.876185483486631028e-02,5.637897345470142124e-02
5.466329886098269392e-02,5.056474288709906367e-02,4.179573940809225979e-02,3.941285802792736381e-02,4.060429871800980833e-02,4.370204451222416825e-02,4.684744793404183733e-02,5.375780393652002803e-02,5.385311919172663248e-02,5.504455988180908393e-02,5.585473955106514538e-02,5.456798360577608947e-02,5.509221750941237922e-02,5.575942429585855481e-02,5.790401753800695356e-02,6.133536672544439433e-02,6.243149216032025522e-02,6.171662774627078435e-02,5.971500738693227145e-02,5.785635991040364440e-02,5.437735309536290834e-02,5.432969546775961306e-02,5.189915645999141486e-02
5.456798360577608947e-02,5.404374970213981361e-02,5.323357003288375217e-02,5.371014630891673275e-02,5.437735309536290834e-02,5.032645474908258726e-02,5.294762426726396659e-02,5.418672258494971333e-02,5.690320735833769711e-02,6.066815993899821874e-02,6.443311251965877506e-02,6.443311251965877506e-02,6.309869894676642388e-02,6.309869894676642388e-02,6.281275318114665218e-02,6.762617356907971167e-02,7.000905494924461459e-02,6.881761425916216313e-02,6.714959729304675884e-02,6.510031930610493678e-02,6.338464471238619558e-02,6.009626840775866147e-02,5.394843444693322304e-02
5.428203784015631778e-02,5.309059715007386632e-02,5.313825477767716160e-02,5.480627174379257976e-02,5.880951246246961944e-02,6.476671591288185592e-02,7.205833293618643665e-02,7.658580755849972443e-02,7.658580755849972443e-02,7.649049230329313387e-02,7.491779059238429239e-02,7.353571939188865980e-02,7.344040413668206924e-02,7.367869227469855953e-02,7.467950245436780210e-02,8.406805509221748629e-02,1.146642520135347509e-01,7.682409569651621473e-02,7.315445837106226978e-02,6.972310918362484289e-02,6.710193966544344968e-02,6.333698708478291417e-02,6.009626840775866147e-02
6.152599723585758934e-02,6.109707858742790404e-02,6.147833960825429406e-02,6.309869894676642388e-02,6.433779726445218450e-02,6.853166849354239143e-02,7.668112281370634276e-02,8.654625172758897977e-02,8.916742124577037298e-02,8.954868226659676300e-02,8.335319067816804317e-02,8.039841776676356910e-02,7.892103131106131819e-02,7.915931944907780848e-02,8.935805175618358187e-02,1.265786589143592100e-01,1.439736929895629736e-01,9.417147214411664136e-02,7.820616689701184732e-02,7.372634990230186869e-02,7.134346852213696577e-02,6.819806510031931057e-02,6.457608540246864703e-02
7.248725158461610807e-02,7.105752275651716632e-02,7.115283801172378464e-02,7.191536005337653692e-02,7.334508888147545091e-02,7.663346518610303360e-02,8.406805509221748629e-02,9.898489253204975635e-02,1.135204689510555809e-01,1.455940523280750687e-01,1.597960253538578679e-01,1.570318829528665749e-01,1.534099032550159392e-01,1.207167707191535710e-01,1.506934184816279554e-01,1.756660153457560714e-01,1.931563646761663977e-01,2.003526664442643879e-01,1.833388933898870143e-01,9.745984844874422404e-02,8.406805509221748629e-02,7.649049230329313387e-02,7.124815326693037520e-02
8.259066863651526313e-02,8.139922794643281168e-02,8.149454320163940224e-02,8.297192965734162540e-02,9.426678739932325968e-02,1.079445265214697414e-01,3.233093456607730176e-01,4.551780012390982955e-01,3.582900443215936148e-01,3.359386169756469198e-01,2.714101892007815819e-01,2.644521755707000543e-01,2.736977553257398665e-01,2.634037077634275303e-01,2.907115283801172123e-01,4.552256588667015769e-01,4.440261163799266164e-01,1.034647095267597350e-01,1.561740456560072043e-01,1.311537911642758347e-01,1.022256112090740021e-01,8.163751608444930197e-02,7.548968212362389130e-02
7.501310584759091071e-02,7.320211599866557894e-02,7.358337701949196896e-02,7.506076347519419212e-02,7.772959062097886673e-02,8.387742458180430516e-02,1.214792927608063511e-01,1.846256493351760564e-01,1.266739741695658283e-01,1.859124052804650984e-01,1.550302625935280898e-01,1.327264928751846762e-01,1.065624553209741088e-01,1.104703807844445440e-01,1.318209979507219687e-01,1.503598150884048745e-01,1.865319544393079787e-01,1.956345613115378634e-01,1.638945813277414842e-01,1.150931706619644224e-01,9.850831625601677577e-02,9.483867893056283083e-02,8.692751274841536979e-02
9.064480770147262390e-02,8.754706190725825010e-02,8.611733307915930835e-02,8.359147881618453346e-02,8.497355001668016605e-02,8.564075680312632777e-02,8.840489920411759295e-02,9.307534670924080822e-02,9.664966877948813484e-02,1.051803841204784484e-01,1.072773197350235796e-01,1.043702044512223870e-01,9.960444169089260891e-02,9.736453319353763347e-02,1.034647095267597350e-01,1.117571367297335860e-01,1.175713672973359158e-01,1.117571367297335860e-01,9.631606538626505398e-02,8.916742124577037298e-02,8.649859409998569837e-02,8.411571271982079545e-02,8.025544488395366938e-02
7.391698041271504982e-02,7.258256683982269863e-02,7.153409903255014690e-02,7.067626173569077630e-02,7.134346852213696577e-02,7.105752275651716632e-02,7.220130581899630862e-02,7.182004479816991860e-02,7.496544821998760155e-02,7.877805842825141847e-02,8.182814659486248310e-02,8.297192965734162540e-02,8.058904827717675023e-02,8.006481437354046049e-02,8.368679407139112403e-02,9.293237382643090849e-02,1.017013773054377401e-01,9.769813658676071433e-02,9.493399418576942139e-02,9.231282466758802818e-02,8.873850259734070156e-02,8.540246866510983748e-02,8.230472287089549144e-02
7.444121431635131181e-02,7.320211599866557894e-02,7.120049563932706604e-02,7.272553972263259836e-02,8.168517371205261113e-02,9.445741790973644081e-02,1.709002525854262655e-01,1.978268121812895852e-01,1.886288900538530822e-01,1.788114187675736988e-01,1.725206119239383884e-01,1.758089882285659711e-01,1.747605204212934193e-01,1.628937711480722417e-01,1.576514321117094553e-01,1.597960253538578679e-01,1.919172663584806371e-01,1.832912357622837329e-01,1.634656626793117851e-01,1.117571367297335860e-01,1.002239908497354892e-01,8.878616022494398297e-02,8.225706524329218228e-02
7.334508888147545091e-02,6.996139732164133318e-02,6.667302101701377826e-02,6.948482104560835260e-02,7.858742791783823733e-02,8.821426869370441182e-02,1.446408997760091353e-01,1.673259305151789389e-01,1.743316017728637202e-01,1.631797169136919856e-01,1.526950388409664683e-01,1.457370252108849684e-01,1.376352285183243263e-01,1.324405471095648767e-01,1.362054996902253845e-01,1.508840489920411365e-01,1.788114187675736988e-01,1.711385407234427558e-01,1.204308249535337993e-01,1.030834485059333727e-01,9.693561454510793429e-02,8.997760091502643442e-02,8.144688557403612084e-02
