 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068 -0.9684587461983716 -0.9703718238006476 -0.9028745217305993 -0.8869322083782989 -0.8917884822917688
25 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068 -0.9684587461983716 -0.9703718238006476 -0.9028745217305993 -0.8869322083782989
26 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068 -0.9684587461983716 -0.9703718238006476 -0.9028745217305993
27 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068 -0.9684587461983716 -0.9703718238006476
28 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068 -0.9684587461983716
29 -0.8671637398214462 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085 -0.9674776807613068
30 -0.8208574511919946 -0.8671637398214462 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874 -0.9568821740410085
31 -0.6906700676935151 -0.8208574511919946 -0.8671637398214462 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182 -0.9216619248503874
32 -0.6217011674678701 -0.6906700676935151 -0.8208574511919946 -0.8671637398214462 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775 -0.9327479642892182
33 -0.5445403708427354 -0.6217011674678701 -0.6906700676935151 -0.8208574511919946 -0.8671637398214462 -0.9207299126851762 -0.9279407436476013 -0.9144510938879624 -0.930834886686942 -0.9124889630138331 -0.9549690964387325 -0.9033650544491318 -0.8850191307760227 -0.8739330913371923 -0.8613754537427647 -0.8454821936623174 -0.8387128421465713 -0.8579907779848917 -0.8855096634945552 -0.8985087805356617 -0.8985087805356617 -0.8999803786912588 -0.9018934562935348 -0.9042970666143433 -0.9298538212498775
