,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
2013-03-02,19 - 20,334.29,327.59,327.59,327.59,327.59,327.59,327.59,327.59,337.97,337.97,337.97,327.59,327.59,327.59,327.59,327.59,268.39,268.39
2013-03-02,20 - 21,322.06,314.69,314.69,314.69,314.69,314.69,314.69,314.69,337.05,337.05,337.05,314.69,314.69,314.69,314.69,314.69,117.99,117.99
2013-03-02,21 - 22,318.21,295.02,295.02,295.02,295.02,318.97,287.9,287.9,336.72,336.72,336.72,305.99,305.99,305.99,318.97,318.97,101.24,101.24
2013-03-02,22 - 23,316.54,299.45,299.45,299.45,299.45,308.16,292.34,292.34,336.72,336.72,336.72,299.45,299.45,299.45,308.16,308.16,59.37,59.37
2013-03-02,23 - 00,312.43,277.6,277.6,277.6,277.6,277.6,259.43,259.43,335.46,335.46,335.46,280.03,280.03,280.03,277.6,277.6,25.88,25.88
2013-03-03,00 - 01,312.2,296.69,296.69,296.69,296.69,296.69,243.71,243.71,336.01,336.01,336.01,298.45,298.45,298.45,270.03,270.03,218.73,218.73
2013-03-03,01 - 02,308.18,291.24,291.24,291.24,291.24,291.24,181.17,181.17,335.09,335.09,335.09,291.24,291.24,291.24,270.62,270.62,218.22,218.22
2013-03-03,02 - 03,307.76,286.46,286.46,286.46,286.46,286.46,171.95,171.95,334.92,334.92,334.92,286.46,286.46,286.46,270.62,270.62,218.05,218.05
2013-03-03,03 - 04,307.42,286.55,286.55,286.55,286.55,286.55,174.54,174.54,334.25,334.25,334.25,286.55,286.55,286.55,270.95,270.95,202.04,202.04
2013-03-03,04 - 05,309.1,292.75,292.75,292.75,292.75,292.75,217.97,217.97,334.25,334.25,334.25,292.75,292.75,292.75,292.75,292.75,201.96,201.96
2013-03-03,05 - 06,313.54,306.42,306.42,306.42,306.42,306.42,249.16,249.16,334.67,334.67,334.67,306.42,306.42,306.42,306.42,306.42,118.12,118.12
2013-03-03,06 - 07,312.12,304.32,304.32,304.32,304.32,304.32,249.24,249.24,334.59,334.59,334.59,304.32,304.32,304.32,304.32,304.32,118.12,118.12
2013-03-03,07 - 08,312.87,304.57,304.57,304.57,304.57,304.57,264.83,264.83,335.68,335.68,335.68,304.57,304.57,304.57,304.57,304.57,141.18,141.18
2013-03-03,08 - 09,314.38,305.33,305.33,305.33,305.33,305.33,269.11,269.11,333.83,333.83,333.83,310.78,310.78,310.78,305.33,305.33,201.71,201.71
2013-03-03,09 - 10,319.41,310.02,310.02,310.02,310.02,310.02,310.02,310.02,335.09,335.09,335.09,313.71,313.71,313.71,310.02,310.02,206.9,206.9
2013-03-03,10 - 11,324.53,319.16,319.16,319.16,319.16,319.16,319.16,319.16,335.68,335.68,335.68,319.16,319.16,319.16,319.16,319.16,268.36,268.36
2013-03-03,11 - 12,332.99,332.07,332.07,332.07,332.07,332.07,332.07,332.07,335.68,335.68,335.68,332.07,332.07,332.07,332.07,332.07,268.44,268.44
2013-03-03,12 - 13,328.97,324.27,324.27,324.27,324.27,324.27,324.27,324.27,334.42,334.42,334.42,324.27,324.27,324.27,324.27,324.27,268.36,268.36
2013-03-03,13 - 14,320.84,313.38,313.38,313.38,313.38,313.38,313.38,313.38,331.48,331.48,331.48,313.38,313.38,313.38,313.38,313.38,268.44,268.44
2013-03-03,14 - 15,319.33,310.19,310.19,310.19,310.19,310.19,310.19,310.19,331.9,331.9,331.9,311.36,311.36,311.36,310.19,310.19,268.44,268.44
2013-03-03,15 - 16,326.79,320.42,320.42,320.42,320.42,320.42,320.42,320.42,334.33,334.33,334.33,320.42,320.42,320.42,320.42,320.42,269.11,269.11
2013-03-03,16 - 17,338.94,337.35,337.35,337.35,337.35,337.35,345.65,345.65,338.27,338.27,338.27,337.35,337.35,337.35,337.35,337.35,335.51,335.51
2013-03-03,17 - 18,351.27,350.35,350.35,350.35,350.35,350.35,356.8,356.8,350.35,350.35,350.35,350.35,350.35,350.35,350.35,350.35,335.76,335.76
2013-03-03,18 - 19,359.48,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,359.57,336.09,336.09
2013-03-03,19 - 20,360.24,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,360.41,384.8,384.8
2013-03-03,20 - 21,355.13,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,355.29,368.12,368.12
2013-03-03,21 - 22,350.6,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,350.77,318.24,318.24
2013-03-03,22 - 23,344.56,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,344.81,326.12,326.12,318.07,318.07
2013-03-03,23 - 00,338.44,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,338.61,299.54,299.54,322.09,322.09
2013-03-04,00 - 01,337.27,335.93,335.93,335.93,335.93,335.93,335.93,335.93,337.77,337.77,337.77,335.93,335.93,335.93,331.57,331.57,328.88,328.88
2013-03-04,01 - 02,327.54,326.54,326.54,326.54,326.54,326.54,318.66,318.66,330.81,330.81,330.81,326.54,326.54,326.54,326.54,326.54,333.08,333.08
2013-03-04,02 - 03,325.53,325.36,325.36,325.36,325.36,325.36,317.57,317.57,330.14,330.14,330.14,325.36,325.36,325.36,271.54,271.54,330.98,330.98
2013-03-04,03 - 04,328.63,330.81,330.81,330.81,330.81,330.81,313.46,313.46,330.81,330.81,330.81,330.81,330.81,330.81,270.12,270.12,334.25,334.25
2013-03-04,04 - 05,330.48,333.08,333.08,333.08,333.08,333.08,322.51,322.51,333.08,333.08,333.08,333.08,333.08,333.08,315.05,315.05,327.38,327.38
2013-03-04,05 - 06,345.74,342.47,342.47,342.47,342.47,1676.28,338.94,342.47,342.47,342.47,342.47,342.47,342.47,342.47,369.63,369.63,365.1,365.1
2013-03-04,06 - 07,367.28,362.42,362.42,362.42,362.42,479.12,401.57,401.57,362.42,362.42,362.42,362.42,362.42,362.42,419.59,419.59,383.8,383.8
2013-03-04,07 - 08,415.65,390.92,390.92,390.92,390.92,419.76,616.44,616.44,390.92,390.92,390.92,390.92,390.92,390.92,419.76,419.76,419.59,419.59
2013-03-04,08 - 09,452.46,407.61,407.61,407.61,407.61,460.34,508.29,508.29,407.61,407.61,407.61,407.61,407.61,407.61,460.34,460.34,436.19,436.19
2013-03-04,09 - 10,419.51,396.87,396.87,396.87,396.87,422.95,465.54,465.54,396.87,396.87,396.87,396.87,396.87,396.87,422.95,422.95,419.85,419.85
2013-03-04,10 - 11,392.35,377.93,377.93,377.93,377.93,419.26,402.99,402.99,377.93,377.93,377.93,377.93,377.93,377.93,419.26,419.26,397.71,397.71
2013-03-04,11 - 12,357.39,357.14,357.14,357.14,357.14,367.28,357.14,357.14,357.14,357.14,357.14,357.14,357.14,357.14,367.28,385.81,395.7,395.7
2013-03-04,12 - 13,343.47,343.72,343.72,343.72,343.72,343.72,335.51,343.72,343.72,343.72,343.72,343.72,343.72,343.72,343.72,385.89,393.1,393.1
2013-03-04,13 - 14,339.11,339.2,339.2,339.2,339.2,339.2,336.51,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,385.81,388.74,388.74
2013-03-04,14 - 15,342.21,342.38,342.38,342.38,342.38,342.38,334.17,342.38,342.38,342.38,342.38,342.38,342.38,342.38,342.38,385.72,386.14,386.14
2013-03-04,15 - 16,351.18,351.1,351.1,351.1,351.1,351.1,359.32,351.1,351.1,351.1,351.1,351.1,351.1,351.1,351.1,373.9,385.56,385.56
2013-03-04,16 - 17,357.3,356.05,356.05,356.05,356.05,356.05,394.86,394.86,356.05,356.05,356.05,356.05,356.05,356.05,356.05,373.74,385.64,385.64
2013-03-04,17 - 18,367.87,359.99,359.99,359.99,359.99,386.31,460.25,460.25,359.99,359.99,359.99,359.99,359.99,359.99,386.31,386.31,388.66,388.66
2013-03-04,18 - 19,374.41,364.18,364.18,364.18,364.18,364.18,465.45,465.45,364.18,364.18,364.18,364.18,364.18,364.18,364.18,373.48,387.15,387.15
2013-03-04,19 - 20,365.77,359.9,359.9,359.9,359.9,359.9,403.25,464.95,359.9,359.9,359.9,359.9,359.9,359.9,359.9,373.82,385.56,385.56
2013-03-04,20 - 21,356.72,355.21,355.21,355.21,355.21,355.21,402.49,402.49,355.21,355.21,355.21,355.21,355.21,355.21,355.21,373.57,368.79,368.79
2013-03-04,21 - 22,350.51,349.84,349.84,349.84,349.84,349.84,385.56,385.56,349.84,349.84,349.84,349.84,349.84,349.84,319.58,319.58,344.14,344.14
2013-03-04,22 - 23,325.7,318.91,318.91,318.91,318.91,318.91,318.91,318.91,339.2,339.2,339.2,318.91,318.91,318.91,262.4,262.4,329.47,329.47
2013-03-04,23 - 00,315.81,308.18,308.18,308.18,308.18,308.18,285.88,308.18,332.57,332.57,332.57,308.18,308.18,308.18,264.0,264.0,329.14,329.14
2013-03-05,00 - 01,318.74,312.97,312.97,312.97,312.97,312.97,276.91,276.91,333.8,333.8,333.8,312.97,312.97,312.97,273.48,273.48,317.49,317.49
2013-03-05,01 - 02,314.39,305.86,305.86,305.86,305.86,305.86,274.49,274.49,329.79,329.79,329.79,305.86,305.86,305.86,271.39,271.39,317.57,317.57
2013-03-05,02 - 03,315.06,310.04,310.04,310.04,310.04,310.04,267.63,267.63,328.62,328.62,328.62,310.04,310.04,310.04,268.97,268.97,317.57,317.57
2013-03-05,03 - 04,319.25,318.16,318.16,318.16,318.16,318.16,276.41,276.41,328.53,328.53,328.53,318.16,318.16,318.16,271.56,271.56,317.57,317.57
2013-03-05,04 - 05,320.84,322.68,322.68,322.68,322.68,322.68,291.89,291.89,329.96,329.96,329.96,322.68,322.68,322.68,322.68,322.68,317.66,317.66
2013-03-05,05 - 06,334.47,335.98,335.98,335.98,335.98,335.98,288.04,335.98,335.98,335.98,335.98,335.98,335.98,335.98,335.98,335.98,352.71,352.71
2013-03-05,06 - 07,345.93,345.85,345.85,345.85,345.85,348.11,337.74,345.85,345.85,345.85,345.85,345.85,345.85,345.85,348.11,373.04,376.39,376.39
2013-03-05,07 - 08,364.59,363.67,363.67,363.67,363.67,363.67,450.51,442.39,363.67,363.67,363.67,363.67,363.67,363.67,363.67,385.0,396.88,396.88
2013-03-05,08 - 09,367.43,367.02,367.02,367.02,367.02,367.02,421.4,421.4,367.02,367.02,367.02,367.02,367.02,367.02,367.02,385.09,407.42,407.42
2013-03-05,09 - 10,356.14,356.06,356.06,356.06,356.06,356.06,338.74,356.06,356.06,356.06,356.06,356.06,356.06,356.06,356.06,385.17,408.09,408.09
2013-03-05,10 - 11,344.85,346.6,346.6,346.6,346.6,348.11,309.54,346.6,346.6,346.6,346.6,346.6,346.6,346.6,348.11,385.0,407.51,407.51
2013-03-05,11 - 12,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,341.33,385.0,395.21,395.21
2013-03-05,12 - 13,342.25,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,385.09,392.78,392.78
2013-03-05,13 - 14,339.66,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,339.83,385.09,394.12,394.12
2013-03-05,14 - 15,338.91,339.07,339.07,339.07,339.07,339.07,285.87,339.07,339.07,339.07,339.07,339.07,339.07,339.07,339.07,385.0,393.79,393.79
2013-03-05,15 - 16,341.33,341.42,341.42,341.42,341.42,341.42,339.24,341.42,341.42,341.42,341.42,341.42,341.42,341.42,341.42,384.33,392.78,392.78
2013-03-05,16 - 17,354.89,352.88,352.88,352.88,352.88,352.88,382.16,382.16,352.88,352.88,352.88,352.88,352.88,352.88,352.88,372.87,394.88,394.88
2013-03-05,17 - 18,366.26,364.0,364.0,364.0,364.0,364.0,417.88,438.71,364.0,364.0,364.0,364.0,364.0,364.0,364.0,373.04,392.62,392.62
2013-03-05,18 - 19,367.35,364.84,364.84,364.84,364.84,364.84,417.97,591.73,364.84,364.84,364.84,364.84,364.84,364.84,364.84,364.84,386.68,386.68
2013-03-05,19 - 20,362.16,361.24,361.24,361.24,361.24,361.24,361.24,607.71,361.24,361.24,361.24,361.24,361.24,361.24,361.24,371.79,389.1,389.1
2013-03-05,20 - 21,356.73,356.06,356.06,356.06,356.06,356.06,385.25,401.74,356.06,356.06,356.06,356.06,356.06,356.06,356.06,356.06,369.69,369.69
2013-03-05,21 - 22,348.86,348.61,348.61,348.61,348.61,348.61,357.14,357.14,348.61,348.61,348.61,348.61,348.61,348.61,348.61,348.61,326.19,326.19
2013-03-05,22 - 23,334.56,326.11,326.11,326.11,326.11,326.11,326.11,326.11,338.57,338.57,338.57,326.11,326.11,326.11,315.48,315.48,320.0,320.0
2013-03-05,23 - 00,319.25,313.56,313.56,313.56,313.56,313.56,288.38,288.38,334.72,334.72,334.72,313.56,313.56,313.56,263.28,263.28,317.57,317.57
2013-03-06,00 - 01,319.31,310.06,310.06,310.06,310.06,310.06,305.81,305.81,335.14,335.14,335.14,310.06,310.06,310.06,259.4,259.4,315.89,315.89
2013-03-06,01 - 02,316.06,304.23,304.23,304.23,304.23,304.23,304.23,304.23,333.47,333.47,333.47,304.23,304.23,304.23,258.73,258.73,316.06,316.06
2013-03-06,02 - 03,314.31,307.64,307.64,307.64,307.64,307.64,305.39,305.39,325.39,325.39,325.39,307.64,307.64,307.64,257.73,257.73,316.06,316.06
2013-03-06,03 - 04,317.14,318.73,318.73,318.73,318.73,318.73,292.06,292.06,318.73,318.73,318.73,318.73,318.73,318.73,258.81,258.81,316.14,316.14
2013-03-06,04 - 05,322.31,324.06,324.06,324.06,324.06,324.06,291.89,291.89,324.06,324.06,324.06,324.06,324.06,324.06,272.9,272.9,316.14,316.14
2013-03-06,05 - 06,339.72,340.31,340.31,340.31,340.31,340.31,325.48,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,349.72,349.72
2013-03-06,06 - 07,361.22,357.64,357.64,357.64,357.64,357.64,416.8,401.97,357.64,357.64,357.64,357.64,357.64,357.64,357.64,375.14,366.47,366.47
2013-03-06,07 - 08,374.89,368.81,368.81,368.81,368.81,368.81,412.97,412.97,368.81,368.81,368.81,368.81,368.81,368.81,368.81,375.47,383.22,383.22
2013-03-06,08 - 09,378.47,371.39,371.39,371.39,371.39,371.39,431.55,431.55,371.39,371.39,371.39,371.39,371.39,371.39,371.39,375.72,383.3,383.3
2013-03-06,09 - 10,372.22,366.22,366.22,366.22,368.06,366.22,437.47,437.47,366.22,366.22,366.22,366.22,366.22,366.22,366.22,376.72,383.3,383.3
2013-03-06,10 - 11,359.64,359.39,359.39,359.39,359.39,359.39,367.56,367.56,359.39,359.39,359.39,359.39,359.39,359.39,359.39,375.72,384.64,384.64
2013-03-06,11 - 12,347.14,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,347.06,375.72,384.3,384.3
2013-03-06,12 - 13,339.47,339.56,339.56,339.56,339.56,339.56,331.39,339.56,339.56,339.56,339.56,339.56,339.56,339.56,339.56,376.64,383.89,383.89
2013-03-06,13 - 14,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,340.22,375.8,384.64,384.64
2013-03-06,14 - 15,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,343.81,375.72,385.3,385.3
2013-03-06,15 - 16,349.47,348.97,348.97,348.97,348.97,348.97,374.89,374.89,348.97,348.97,348.97,348.97,348.97,348.97,348.97,375.72,385.89,385.89
2013-03-06,16 - 17,354.89,350.89,350.89,350.89,350.89,350.89,378.39,395.3,350.89,350.89,350.89,350.89,350.89,350.89,350.89,375.64,386.47,386.47
2013-03-06,17 - 18,360.56,356.06,356.06,356.06,356.06,356.06,413.55,509.96,356.06,356.06,356.06,356.06,356.06,356.06,356.06,375.47,387.47,387.47
2013-03-06,18 - 19,365.22,360.64,360.64,360.64,360.64,360.64,413.3,734.19,360.64,360.64,360.64,360.64,360.64,360.64,360.64,375.14,386.97,386.97
2013-03-06,19 - 20,361.56,358.72,358.72,358.72,358.72,358.72,390.39,646.87,358.72,358.72,358.72,358.72,358.72,358.72,358.72,375.47,387.14,387.14
2013-03-06,20 - 21,351.89,351.22,351.22,351.22,351.22,351.22,351.22,458.22,351.22,351.22,351.22,351.22,351.22,351.22,351.22,375.39,369.22,369.22
2013-03-06,21 - 22,346.89,346.22,346.22,346.22,346.22,346.22,375.64,375.64,346.22,346.22,346.22,346.22,346.22,346.22,291.73,291.73,318.73,318.73
2013-03-06,22 - 23,337.81,336.22,336.22,336.22,336.22,336.22,336.22,336.22,339.47,339.47,339.47,336.22,336.22,336.22,263.4,263.4,316.56,316.56
2013-03-06,23 - 00,320.39,313.89,313.89,313.89,313.89,313.89,305.48,313.89,332.64,332.64,332.64,313.89,313.89,313.89,258.9,258.9,316.48,316.48
2013-03-07,00 - 01,321.86,312.38,312.38,312.38,312.38,312.38,290.94,290.94,337.65,337.65,337.65,312.38,312.38,312.38,262.26,262.26,315.63,315.63
2013-03-07,01 - 02,316.46,296.84,296.84,296.84,296.84,296.84,269.41,269.41,336.57,336.57,336.57,303.24,303.24,303.24,262.09,262.09,315.63,315.63
2013-03-07,02 - 03,315.29,304.82,304.82,304.82,304.82,304.82,267.91,267.91,332.5,332.5,332.5,304.82,304.82,304.82,262.18,262.18,315.38,315.38
2013-03-07,03 - 04,316.71,316.62,316.62,316.62,316.62,316.62,257.36,257.36,330.17,330.17,330.17,316.62,316.62,316.62,264.84,264.84,315.21,315.21
2013-03-07,04 - 05,318.04,319.45,319.45,319.45,319.45,319.45,255.28,255.28,327.85,327.85,327.85,319.45,319.45,319.45,267.41,267.41,315.21,315.21
2013-03-07,05 - 06,331.25,331.25,331.25,331.25,331.25,331.25,288.36,288.36,334.25,334.25,334.25,331.25,331.25,331.25,331.25,331.25,348.79,348.79
2013-03-07,06 - 07,349.79,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,349.96,370.82,365.5,365.5
2013-03-07,07 - 08,365.75,365.5,365.5,365.5,365.5,365.5,408.39,408.39,365.5,365.5,365.5,365.5,365.5,365.5,365.5,374.48,382.21,382.21
2013-03-07,08 - 09,374.81,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.73,382.21,382.21
2013-03-07,09 - 10,365.83,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,365.75,374.73,382.21,382.21
2013-03-07,10 - 11,363.09,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,363.01,374.64,382.21,382.21
2013-03-07,11 - 12,357.69,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,357.6,374.64,382.29,382.29
2013-03-07,12 - 13,346.3,345.97,345.97,345.97,345.97,345.97,345.97,345.97,345.97,345.97,356.02,345.97,345.97,345.97,345.97,374.73,382.29,382.29
2013-03-07,13 - 14,344.64,343.97,343.97,343.97,343.97,343.97,343.97,343.97,343.97,343.97,348.88,343.97,343.97,343.97,343.97,374.73,382.29,382.29
2013-03-07,14 - 15,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,342.72,374.64,382.29,382.29
2013-03-07,15 - 16,341.48,341.39,341.39,341.39,341.39,341.39,341.39,341.39,341.39,341.39,342.06,341.39,341.39,341.39,341.39,374.64,382.21,382.21
2013-03-07,16 - 17,339.07,335.33,335.33,335.33,335.33,335.33,331.42,335.33,341.73,341.73,341.89,335.33,335.33,335.33,335.33,374.56,382.21,382.21
2013-03-07,17 - 18,358.93,358.85,358.85,358.85,358.85,358.85,362.67,362.67,358.85,358.85,358.85,358.85,358.85,358.85,358.85,374.73,382.13,382.13
2013-03-07,18 - 19,365.09,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,374.31,382.13,382.13
2013-03-07,19 - 20,363.59,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,363.51,374.15,382.13,382.13
2013-03-07,20 - 21,358.77,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,358.6,365.5,365.5
2013-03-07,21 - 22,343.64,341.06,341.06,341.06,341.06,341.06,341.06,341.06,344.14,344.14,344.14,341.06,341.06,341.06,297.67,297.67,315.46,315.46
2013-03-07,22 - 23,334.5,323.94,323.94,323.94,323.94,323.94,323.94,323.94,341.89,341.89,341.89,323.94,323.94,323.94,261.35,261.35,315.38,315.38
2013-03-07,23 - 00,325.27,316.54,316.54,316.54,316.54,316.54,259.43,259.43,339.73,339.73,339.73,318.62,318.62,316.54,266.33,266.33,315.38,315.38
2013-03-08,00 - 01,322.24,317.09,317.09,317.09,317.09,317.09,206.58,206.58,340.24,340.24,340.24,317.09,317.09,317.09,265.82,265.82,314.52,314.52
2013-03-08,01 - 02,319.0,314.77,314.77,314.77,314.77,314.77,159.46,159.46,338.08,338.08,338.08,314.77,314.77,314.77,265.65,265.65,314.52,314.52
2013-03-08,02 - 03,317.92,312.61,312.61,312.61,312.61,312.61,158.38,158.38,336.84,336.84,336.84,312.61,312.61,312.61,265.65,265.65,314.44,314.44
2013-03-08,03 - 04,316.93,313.44,313.44,313.44,313.44,313.44,170.74,170.74,334.85,334.85,334.85,313.44,313.44,313.44,265.9,265.9,314.44,314.44
2013-03-08,04 - 05,320.24,318.42,318.42,318.42,318.42,318.42,190.99,190.99,336.42,336.42,336.42,318.42,318.42,318.42,286.56,286.56,314.44,314.44
2013-03-08,05 - 06,333.44,326.38,326.38,326.38,326.38,326.38,261.42,261.42,341.24,341.24,341.24,326.38,326.38,326.38,316.26,316.26,348.04,348.04
2013-03-08,06 - 07,350.78,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,351.27,364.88,364.88
2013-03-08,07 - 08,361.31,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,361.15,381.47,381.47
2013-03-08,08 - 09,362.56,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,362.39,381.47,381.47
2013-03-08,09 - 10,357.0,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,356.83,381.47,381.47
2013-03-08,10 - 11,348.95,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,348.78,381.47,381.47
2013-03-08,11 - 12,343.72,343.39,343.39,343.39,343.39,343.39,343.39,343.39,343.72,343.72,343.72,343.39,343.39,343.39,343.39,343.39,381.56,381.56
2013-03-08,12 - 13,335.84,326.47,326.47,326.47,326.47,326.47,306.64,326.47,342.73,342.73,343.23,326.47,326.47,326.47,326.47,326.47,381.56,381.56
2013-03-08,13 - 14,329.79,324.39,324.39,324.39,324.39,324.39,281.17,324.39,340.24,340.24,342.06,324.39,324.39,324.39,324.39,324.39,381.47,381.47
2013-03-08,14 - 15,326.72,321.99,321.99,321.99,321.99,321.99,280.84,321.99,339.41,339.41,341.82,321.99,321.99,321.99,321.99,321.99,381.47,381.47
2013-03-08,15 - 16,324.97,320.0,320.0,320.0,320.0,320.0,291.79,320.0,338.17,338.17,340.9,320.0,320.0,320.0,320.0,320.0,381.47,381.47
2013-03-08,16 - 17,326.3,324.31,324.31,324.31,324.31,324.31,289.22,324.31,334.51,334.51,340.9,324.31,324.31,324.31,324.31,324.31,381.47,381.47
2013-03-08,17 - 18,343.06,343.48,343.48,343.48,343.48,343.48,333.77,343.48,343.48,343.48,345.22,343.48,343.48,343.48,343.48,343.48,381.39,381.39
2013-03-08,18 - 19,359.49,359.16,359.16,359.16,359.16,359.16,368.78,368.78,359.16,359.16,359.16,359.16,359.16,359.16,359.16,359.16,381.39,381.39
2013-03-08,19 - 20,357.5,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,357.33,381.39,381.39
2013-03-08,20 - 21,350.03,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,349.2,364.8,364.8
2013-03-08,21 - 22,344.06,338.25,338.25,338.25,338.25,338.25,338.25,338.25,346.71,346.71,346.71,338.25,338.25,338.25,285.81,285.81,314.77,314.77
